,Product Name,Product Prices,Product Ratings,Product Description
3200,"Redmi Note 5 Pro (Black, 64 GB)","₹16,895",4.5,6 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 636 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3201,"OPPO A53s 5G (Crystal Blue, 128 GB)","₹15,999",4.5,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 ProcessorDual-Mode 5G | Ultra Clear Eye Care Display | Side Fingerprint UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3202,"OPPO A53s 5G (Ink Black, 128 GB)","₹14,999",4.5,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 ProcessorDual-Mode 5G | Ultra Clear Eye Care Display | Side Fingerprint UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3203,"OPPO A53s 5G (Ink Black, 128 GB)","₹17,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 ProcessorDual-Mode 5G | Ultra Clear Eye Care Display | Side Fingerprint UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3204,"OPPO A53s 5G (Crystal Blue, 128 GB)","₹19,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 ProcessorDual-Mode 5G | Ultra Clear Eye Care Display | Side Fingerprint UnlockBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3205,"realme 6 (Comet Blue, 64 GB)","₹19,999",4.5,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 16MP Front Camera4300 mAh BatteryMediaTek Helio G90T Processor90 Hz Ultra Smooth Display30 W Flash ChargeSide Fingerprint SensorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3206,"vivo Y31 (Racing Black, 128 GB)","₹18,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.71 cm (6.58 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh Li-ion BatteryQualcomm Snapdragon 662 Processor1 Year for Handset and 6 Months for In-box Accessories
3207,"vivo Y20G (Obsidian Black, 128 GB)","₹16,999",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Li-ion BatteryMediaTek Helio G80 Processor1 Year for Handset and 6 Months for In-box Accessories
3208,"realme Narzo 30 5G (Racing Blue, 128 GB)","₹16,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 (MT6833) Processor1 Year Warranty for Mobile and 6 Months for Accessories
3209,"realme 8 Pro (Infinite Black, 128 GB)","₹15,049",3.9,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display108MP + 8MP + 2MP + 2MP | 16MP Front Camera4500 mAh BatteryQualcomm Snapdragon 720G ProcessorSuper AMOLED Display1 Year Warranty for Mobile and 6 Months for Accessories
3210,"realme 8 Pro (Infinite Black, 128 GB)","₹20,999",3.7,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display108MP + 8MP + 2MP + 2MP | 16MP Front Camera4500 mAh BatteryQualcomm Snapdragon 720G ProcessorSuper AMOLED Display1 Year Warranty for Mobile and 6 Months for Accessories
3211,"Honor 9i (Aurora Blue, 64 GB)","₹15,499",3.7,"4 GB RAM | 64 GB ROM | Expandable Upto 128 GB14.99 cm (5.9 inch) Full HD+ Display16MP + 2MP | 13MP + 2MP Dual Front Camera3340 mAh BatteryHuawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3212,"realme 8 Pro (Illuminating Yellow, 128 GB)","₹18,999",3.7,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display108MP + 8MP + 2MP + 2MP | 16MP Front Camera4500 mAh BatteryQualcomm Snapdragon 720G ProcessorSuper AMOLED Display1 Year Warranty for Mobile and 6 Months for Accessories
3213,"OPPO A5s (Green, 64 GB)","₹15,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3214,"POCO X3 Pro (Steel Blue, 128 GB)","₹19,990",4.4,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 20MP Front Camera5160 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 860 ProcessorMultiple Hands-free Voice AssistantsOne Year Warranty for Handset, 6 Months for Accessories"
3215,"OPPO Reno2 F (Sky White, 256 GB)","₹17,489",3.9,6 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorUltra Night Mode 2.0Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
3216,"realme 2 Pro (Black Sea, 128 GB)","₹17,999",4.5,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 2MP | 16MP Front Camera3500 mAh Li-ion BatteryQualcomm Snapdragon 660 Octa Core 1.95GHz AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3217,"realme 8 Pro (Infinite Blue, 128 GB)","₹11,999",4.1,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display108MP + 8MP + 2MP + 2MP | 16MP Front Camera4500 mAh BatteryQualcomm Snapdragon 720G ProcessorSuper AMOLED Display1 Year Warranty for Mobile and 6 Months for Accessories
3218,"Honor 9 Lite (Midnight Black, 64 GB)","₹19,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.35 cm (5.65 inch) Full HD+ Display13MP + 2MP | 13MP + 2MP Dual Front Camera3000 mAh BatteryKirin 659 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3219,"Honor 9N (Midnight Black, 128 GB)","₹19,990",4.2,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP | 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3220,"Honor 9N (Sapphire Blue, 128 GB)","₹11,990",4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP | 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core ProcessorFull View Display with Notch12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3221,"Honor 9N (Midnight Black, 64 GB)","₹12,999",4.2,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP | 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3222,"POCO M2 Pro (Two Shades of Black, 128 GB)","₹16,999",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories"
3223,"POCO M2 Pro (Out of the Blue, 128 GB)","₹16,999",4.1,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories"
3224,"realme X (Space Blue, 128 GB)","₹15,999",4.3,8 GB RAM | 128 GB ROM16.59 cm (6.53 inch) Full HD+ Display48MP + 5MP | 16MP Front Camera3765 mAh BatteryQualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ProcessorIn-display Fingerprint SensorVooC Flash Charge 3.0Super AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3225,"POCO X2 (Atlantis Blue, 64 GB)","₹11,490",4.5,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 730G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3226,"POCO X2 (Matrix Purple, 64 GB)","₹18,999",4.4,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 730G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3227,"OPPO A53 (Mint Cream, 128 GB)","₹23,990",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) HD+ Display13MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 460 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3228,"IQOO Z6 44W (Lumina Blue, 128 GB)","₹15,990",4.1,6 GB RAM | 128 GB ROM16.36 cm (6.44 inch) Display50MP + 50MP + 2MP + 2MP | 16MP + 16MP Dual Front Camera5000 mAh Battery1 Year
3229,"realme 3 Pro (Nitro Blue, 64 GB)","₹18,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display16MP + 5MP | 25MP Front Camera4045 mAh BatteryQualcomm Snapdragon 710 Octa Core 2.2 GHz AIE ProcessorDual Nano SIM Slot and Memory Card SlotVOOC Flash Charge 3.0Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3230,"Honor 9N (Sapphire Blue, 64 GB)","₹15,999",4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP | 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3231,"POCO X2 (Phoenix Red, 64 GB)","₹17,999",4.3,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera4500 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 730G ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3232,"POCO X3 (Cobalt Blue, 64 GB)","₹15,999",4.3,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display64MP + 13MP + 2MP + 2MP | 20MP Front Camera6000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 732G Processor1 Year for Handset and 6 Months for Accessories
3233,"ASUS Zenfone 2 ZE551ML (Silver, 32 GB)","₹14,999",4.3,4 GB RAM | 32 GB ROM | Expandable Upto 64 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera3000 mAh Li-Polymer BatteryIntel Atom Z3580 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3234,"ASUS Zenfone 2 (Silver, 32 GB)","₹18,820",4.5,4 GB RAM | 32 GB ROM | Expandable Upto 64 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera3000 mAh Li-Polymer BatteryIntel Atom Z3560 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3235,"Alcatel Idol 4 (Dark Grey, 16 GB)","₹17,999",4.3,3 GB RAM | 16 GB ROM | Expandable Upto 512 GB13.21 cm (5.2 inch) Full HD Display13MP Rear Camera | 8MP Front Camera2610 mAh Li-Polymer BatteryMSM8952 Processor
3236,"ASUS Zenfone 2 (Silver, 16 GB)","₹19,999",4.3,4 GB RAM | 16 GB ROM | Expandable Upto 64 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera3000 mAh Li-Polymer BatteryIntel Atom Z3560 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3237,"OPPO A52 (Stream White, 128 GB)","₹17,999",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display12MP + 8MP + 2MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 665 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3238,"realme 7 Pro (Mirror Blue, 128 GB)","₹18,999",4.3,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 32MP Front Camera4500 mAh Lithium-ion BatteryQualcomm Snapdragon 720G ProcessorSuper AMOLED Display65 W SuperDart ChargeBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3239,"Lenovo Z2 Plus (Black, 32 GB)","₹19,989",4.4,3 GB RAM | 32 GB ROM12.7 cm (5 inch) Full HD Display13MP Rear Camera | 8MP Front Camera3500 mAh Li-Ion BatteryQualcomm Snapdragon 820 Quad Core 2.15GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3240,"POCO F1 (Steel Blue, 64 GB)","₹15,990",4.3,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.7 cm (6.18 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 845 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3241,"realme 10 (Rush Black, 64 GB)","₹15,990",2.7,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
3242,"vivo X21 (Black, 128 GB)","₹13,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB15.95 cm (6.28 inch) Full HD+ Display12MP + 5MP | 12MP Front Camera3200 mAh Li-ion BatteryQualcomm Snapdragon 660 AIE ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3243,"REDMI Note 11T 5G (Stardust White, 128 GB)","₹19,990",4.2,6 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty
3244,"realme 6 Pro (Lightning Orange, 64 GB)","₹16,999",4.4,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.76 cm (6.6 inch) Full HD+ Display64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera4300 mAh BatterySnapdragon 720G Processor90 Hz Ultra Smooth Display30 W Flash ChargeSide Fingerprint Sensor | Dual In Display SelfieBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3245,"Motorola One Action (Denim Blue, 128 GB)","₹19,999",4.4,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 5MP + 4MP | 12MP Front Camera3500 mAh BatterySamsung Exynos 9609 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3246,"realme 10 (Rush Black, 128 GB)","₹19,999",4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
3247,"SAMSUNG Galaxy A13 (Green, 128 GB)","₹15,999",4.5,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryExynos Octa Core Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories from Date of Purchase
3248,"POCO M2 Pro (Out of the Blue, 64 GB)","₹19,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories"
3249,"Redmi Note 7 Pro (Blue, 64 GB)","₹19,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3250,"realme 6 (Comet Blue, 128 GB)","₹17,999",4.3,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 16MP Front Camera4300 mAh BatteryMediaTek Helio G90T Processor90 Hz Ultra Smooth Display30 W Flash ChargeSide Fingerprint SensorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3251,"realme XT (Pearl White, 64 GB)","₹17,999",4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.26 cm (6.4 inch) Display64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera4000 mAh BatteryQualcomm 712 ProcessorFHD+ Super AMOLED DisplayIn Display Fingerprint SensorBrand warranty of 1 year for mobile and 6 months for accessories
3252,"realme 10 (Clash White, 64 GB)","₹15,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Helio G99 Octa Core Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
3253,"vivo Y20i (Dawn White, 64 GB)","₹17,990",4.4,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion BatteryQualcomm Snapdragon 460 Processor1 Year for Device and 6 Months for In-box Accessories
3254,"REDMI Note 11T 5G (Matte black, 128 GB)","₹14,999",4.5,8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty
3255,"OPPO F19 Pro (Crystal Silver, 128 GB)","₹17,999",4.5,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.33 cm (6.43 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4310 mAh BatteryMediaTek Helio P95 (MT6779V) Processor30W VOOC 4.0 Flash Charge | ColorOS 11.1 (Based on Android 11)Dual View Video | In-Display Fingerprint 3.0 | AI Color Portrait VideoBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3256,"OPPO A16 (Pearl Blue, 64 GB)","₹17,999",4.5,4 GB RAM | 64 GB ROM16.56 cm (6.52 inch) HD+ Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryMediaTek Helio G35 ProcessorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3257,"realme 10 Pro 5G (Hyperspace, 128 GB)","₹19,999",4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
3258,"realme 5 Pro (Sparkling Blue, 64 GB)","₹19,999",4.3,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera4035 mAh BatteryQualcomm Snapdragon SDM712 Octa Core 2.3 GHz ProcessorVOOC Flash Charge 3.0Triple Card SlotBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3259,"realme Narzo 30 5G (Racing Silver, 128 GB)","₹18,999",4.5,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 (MT6833) Processor1 Year Warranty for Mobile and 6 Months for Accessories
3260,"realme Narzo 30 5G (Racing Blue, 64 GB)","₹18,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display48MP + 2MP + 2MP | 16MP Front Camera5000 mAh BatteryMediaTek Dimensity 700 (MT6833) Processor1 Year Warranty for Mobile and 6 Months for Accessories
3261,"vivo Y20i (Nebula Blue, 64 GB)","₹16,999",4.3,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.54 cm (6.51 inch) HD+ Display13MP + 2MP + 2MP | 8MP Front Camera5000 mAh Lithium-ion BatteryQualcomm Snapdragon 460 Processor1 Year for Device and 6 Months for In-box Accessories
3262,"REDMI Note 10 Pro Max (Glacial Blue, 128 GB)","₹16,999",3.9,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display108MP Rear Camera | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 732G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
3263,"realme 6 (Comet White, 64 GB)","₹15,049",4.4,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 16MP Front Camera4300 mAh BatteryMediaTek Helio G90T Processor90 Hz Ultra Smooth Display30 W Flash ChargeSide Fingerprint SensorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3264,"Honor 9i (Aurora Blue, 64 GB)","₹15,499",3.7,"4 GB RAM | 64 GB ROM | Expandable Upto 128 GB14.99 cm (5.9 inch) Full HD+ Display16MP + 2MP | 13MP + 2MP Dual Front Camera3340 mAh BatteryHuawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3265,"OPPO F21PRO (Auroral Blue, 128 GB)","₹15,499",3.7,8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Display64MP Rear Camera4500 mAh Battery12MONTH
3266,"realme 9 Pro+ 5G (Sunrise Blue, 128 GB)","₹18,999",3.7,6 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 16MP Front Camera4500 mAh Li-ion BatteryMediatek Dimensity 920 Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
3267,"realme Narzo 50 Pro 5G (Hyper Black, 128 GB)","₹18,999",4.4,6 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Display48MP Rear Camera5000 mAh BatteryDimensity 920 5G Processor Processor12Months Brand Warranty
3268,"OPPO A5s (Green, 64 GB)","₹16,199",3.9,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3269,"OPPO A5s (Black, 64 GB)","₹15,999",4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryMediaTek Helio P35 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
3270,"realme 6 (Comet Blue, 64 GB)","₹16,999",4.3,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.51 cm (6.5 inch) Full HD+ Display64MP + 8MP + 2MP + 2MP | 16MP Front Camera4300 mAh BatteryMediaTek Helio G90T Processor90 Hz Ultra Smooth Display30 W Flash ChargeSide Fingerprint SensorBrand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories
3271,"OPPO Reno2 F (Sky White, 256 GB)","₹19,900",4.3,6 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Display48MP + 8MP + 2MP + 2MP | 16MP Front Camera4000 mAh BatteryMediaTek Helio P70 ProcessorUltra Night Mode 2.0Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories
3272,"Honor 9 Lite (Midnight Black, 64 GB)","₹19,999",4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.35 cm (5.65 inch) Full HD+ Display13MP + 2MP | 13MP + 2MP Dual Front Camera3000 mAh BatteryKirin 659 Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3273,"Honor 9N (Midnight Black, 128 GB)","₹16,999",4.3,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP | 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3274,"Honor 9N (Sapphire Blue, 128 GB)","₹18,990",4.3,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP | 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core ProcessorFull View Display with Notch12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3275,"Honor 9N (Sapphire Blue, 64 GB)","₹15,999",4.3,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inches) Display13MP + 2MP | 16MP Front Camera3000 mAh BatteryKirin 659 Octa Core Processor12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable"
3276,"POCO M2 Pro (Two Shades of Black, 128 GB)","₹18,990",4.3,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories"
3277,"POCO M2 Pro (Out of the Blue, 128 GB)","₹18,990",4.5,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5000 mAh Lithium-ion Polymer BatteryQualcomm Snapdragon 720G Processor1 Year for Handset, 6 Months for Accessories"
